,genres,X_lem
4578,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']","['chronicle', 'transcends', 'found-footage', 'gimmick', 'smart', 'script', 'fast-paced', 'direction', 'engaging', 'performance', 'young', 'cast']"
4579,"['Kids & Family', 'Science Fiction & Fantasy']","['first-rate', 'special', 'effect', 'compelling', 'storytelling', 'adaptation', 'stay', 'faithful', 'source', 'material', 'please', 'moviegoer', 'age']"
4580,"['Action & Adventure', 'Kids & Family', 'Science Fiction & Fantasy']","['chronicle', 'narnia', ':', 'prince', 'caspian', 'entertaining', 'family', 'adventure', 'worthy', 'standard', 'set', 'predecessor']"
4581,"['Action & Adventure', 'Kids & Family', 'Science Fiction & Fantasy']","['leisurely', 'businesslike', 'pace', 'wo', ""n't"", 'win', 'franchise', 'many', 'new', 'fan', 'voyage', 'dawn', 'treader', 'restores', 'narnia', 'franchise', 'lost', 'luster', 'strong', 'performance', 'impressive', 'special', 'effect']"
4582,"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']","['action', 'movie', 'riddick', 'offer', 'thrill', 'sequel', 'pitch', 'black', 'disappointment']"
4583,['Comedy'],[]
4584,['Drama'],"['chrystal', 'going', ""n't"", 'always', 'clear', 'slow-burning', 'story', 'prof', 'effective', 'mark', 'writer-director-star', 'mckinnon', 'multi-hyphenated', 'talent', 'watch']"
4585,"['Comedy', 'Drama']","['poignant', 'unsettling', 'chuck', '&', 'buck', 'us', 'complex', 'dynamic', 'two', 'men', 'fuel', 'untangling', 'rich', 'assortment', 'thought-provoking', 'theme']"
4586,"['Documentary', 'Musical & Performing Arts']",[]
4587,"['Documentary', 'Musical & Performing Arts', 'Special Interest']",[]
4588,"['Drama', 'Horror', 'Science Fiction & Fantasy']",[]
4589,"['Comedy', 'Drama']","['derivative', 'poke', 'suburbia', 'fall', 'short', 'delivering', 'scathing', 'indictment', 'upper', 'middle-class', 'disconnect']"
4590,"['Comedy', 'Drama', 'Faith & Spirituality', 'Sports & Fitness']",[]
4591,['Drama'],"['churchill', 'get', 'sterling', 'work', 'brian', 'cox', 'leading', 'role', ""n't"", 'enough', 'overcome', 'muddled', 'ultimately', 'unsuccessful', 'approach', 'incredible', 'real-life', 'story']"
4592,"['Comedy', 'Drama']",[]
4593,"['Drama', 'Gay & Lesbian']",[]
4594,"['Art House & International', 'Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest', 'Television']",[]
4595,"['Art House & International', 'Drama']","['brutal', 'unflinching', 'city', 'men', 'harrowing', 'look', 'brazil', 'favela', 'life', 'touching', 'tale', 'youth', 'rushed', 'adulthood']"
4596,['Drama'],"['cider', 'house', 'rule', 'derives', 'affecting', 'drama', 'wonderful', 'performance', 'lovely', 'visuals', 'old-fashioned', 'feel']"
4597,"['Classics', 'Drama']",[]
4598,"['Animation', 'Classics', 'Kids & Family', 'Science Fiction & Fantasy']","['rich', 'color', 'sweet', 'song', 'adorable', 'mouse', 'endearing', '(', 'suffering', ')', 'heroine', 'make', 'cinderella', 'nostalgically', 'lovely', 'charmer']"
4599,"['Kids & Family', 'Science Fiction & Fantasy', 'Romance']","['refreshingly', 'traditional', 'revisionist', 'era', 'kenneth', 'branagh', 'cinderella', 'prof', 'disney', ""n't"", 'lost', 'old-fashioned', 'magic']"
4600,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']",[]
4601,"['Animation', 'Kids & Family']",[]
4602,"['Classics', 'Drama', 'Romance']",[]
4603,"['Action & Adventure', 'Drama']","['grittiness', 'evocative', 'sense', 'time', 'place', 'cinderella', 'man', 'powerful', 'underdog', 'story', 'ron', 'howard', 'russell', 'crowe', 'prove', 'solid', 'combination']"
4604,"['Comedy', 'Drama', 'Kids & Family', 'Romance']","['uninspired', 'generic', 'updating', 'classic', 'fairy', 'tale']"
4605,"['Art House & International', 'Comedy', 'Drama', 'Romance']","['cinema', 'paradiso', 'life-affirming', 'ode', 'power', 'youth', 'nostalgia', 'movie']"
4606,"['Drama', 'Television']","['cinema', 'verite', 'disappointingly', 'incurious', 'dive', 'birth', 'reality', 'television', 'terrific', 'performance', 'inherent', 'intrigue', 'behind', 'making', 'american', 'family', 'keep', 'drama', 'compelling']"
4607,"['Art House & International', 'Documentary', 'Special Interest', 'Television']",[]
4608,['Horror'],[]
4609,"['Action & Adventure', 'Science Fiction & Fantasy']",[]
4610,"['Art House & International', 'Documentary', 'Drama', 'Special Interest']",[]
4611,"['Art House & International', 'Drama', 'Romance']","['thought-provoking', 'insightful', 'look', 'iranian', 'youth', 'culture']"
4612,['Documentary'],"['like', 'cheekily', 'named', 'store', 'documentary', 'center', 'circus', 'book', 'prof', 'countless', 'story', 'surface', ""'re"", 'willing', 'look']"
4613,"['Art House & International', 'Documentary', 'Kids & Family', 'Science Fiction & Fantasy']","['cirque', 'du', 'soleil', 'loses', 'sense', 'wonder', 'bottled', 'screen', 'world', 'away', 'shapeless', 'story', 'relentless', 'spectacle', 'feeling', 'hollow', 'divorced', 'theatrical', 'experience']"
4614,"['Drama', 'Horror', 'Mystery & Suspense']",[]
4615,['Comedy'],[]
4616,['Documentary'],"['citizen', 'jane', ':', 'battle', 'city', 'offer', 'compelling', 'overview', 'influential', 'activist', 'importance', 'underscore', 'spirit', 'work', 'remains', 'crucial', 'today']"
4617,"['Classics', 'Drama', 'Mystery & Suspense']","['orson', 'welles', 'epic', 'tale', 'publishing', 'tycoon', 'rise', 'fall', 'entertaining', 'poignant', 'inventive', 'storytelling', 'earning', 'reputation', 'landmark', 'achievement', 'film']"
4618,"['Documentary', 'Special Interest']",[]
4619,['Comedy'],"['smart', 'sharply', 'funny', 'citizen', 'ruth', 'entertaining', 'look', 'tough', 'subject', 'impressive', 'calling', 'card', 'debuting', 'director/co-writer', 'alexander', 'payne']"
4620,['Documentary'],[]
4621,"['Drama', 'Television']",[]
4622,"['Drama', 'Mystery & Suspense', 'Television']",[]
4623,['Documentary'],"['part', 'real-life', 'thriller', 'part', 'sobering', 'examination', '21st', 'century', 'civil', 'liberty', 'citizenfour', 'transcends', 'ideology', 'offer', 'riveting', 'must-see', 'cinema']"
4624,"['Drama', 'Mystery & Suspense']","['even', 'though', 'movie', 'well', 'acted', 'sink', 'abundance', 'melodrama', 'cliche']"
4625,"['Classics', 'Drama']",[]
4626,"['Drama', 'Mystery & Suspense']","['city', 'hall', 'explores', 'political', 'corruption', 'commendable', 'intelligence', 'web', 'scandal', 'struggle', 'coalesce', 'satisfying', 'drama']"
4627,"['Action & Adventure', 'Comedy', 'Drama', 'Mystery & Suspense']",[]
4628,"['Action & Adventure', 'Art House & International', 'Comedy', 'Romance']",[]
4629,['Comedy'],"['raymond', 'de', 'felitta', 'combine', 'warmth', 'humanity', 'natural', 'sense', 'humor', 'abetted', 'andy', 'garcia', 'excellent', 'ensemble', 'cast']"
4630,"['Classics', 'Comedy', 'Drama', 'Romance']","['one', 'best', 'underdog', 'romance', 'movie', 'ever', 'ending', 'light', 'heart']"
4631,"['Drama', 'Science Fiction & Fantasy', 'Romance']","['city', 'angel', 'may', 'tug', 'heartstrings', 'effortlessly', 'aim', 'end', 'result', 'still', 'leave', 'viewer', 'tear']"
4632,"['Action & Adventure', 'Kids & Family', 'Science Fiction & Fantasy']","['city', 'ember', 'visually', 'arresting', 'boast', 'superb', 'cast', 'sadly', 'lacking', 'action', 'adventure']"
4633,"['Drama', 'Mystery & Suspense']",['atmospheric']
4634,"['Action & Adventure', 'Art House & International', 'Drama']","['city', 'god', 'offer', 'shocking', 'disturbing', 'always', 'compelling', 'look', 'life', 'slum', 'rio', 'de', 'janiero']"
4635,['Documentary'],"['even', 'viewer', ""'ve"", 'never', 'read', 'heard', 'food', 'critic', 'jonathan', 'gold', 'city', 'gold', 'offer', 'thoroughly', 'entertaining', 'introduction', 'talented', 'writer', 'brilliant', 'career']"
4636,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",[]
4637,"['Art House & International', 'Documentary', 'Drama']",[]
4638,['Documentary'],[]
4639,"['Art House & International', 'Drama']",[]
4640,"['Action & Adventure', 'Art House & International', 'Drama', 'Science Fiction & Fantasy']","['many', 'intriguing', 'idea', 'developed', 'city', 'lost', 'child', 'engrossing', 'disturbing', 'profoundly', 'memorable', 'experience']"
4641,['Horror'],[]
4642,"['Art House & International', 'Comedy', 'Drama', 'Science Fiction & Fantasy']",[]
4643,"['Art House & International', 'Drama']","['stellar', 'cast', 'ca', ""n't"", 'elevate', 'leaden', 'adaptation', 'beautiful', 'anything', 'director', 'james', 'ivory', 'made', 'come', 'dusty', 'dry']"
4644,"['Comedy', 'Western']","['supremely', 'talented', 'cast', 'enough', 'midlife', 'drama', 'add', 'weight', 'wildly', 'silly', 'overtone', 'city', 'slicker', 'us', 'universal', 'theme', 'earn', 'big', 'laugh']"
4645,"['Action & Adventure', 'Comedy', 'Western']","['lacking', 'charm', 'predecessor', 'city', 'slicker', '2', 'meander', 'around', 'map', 'without', 'ever', 'finding', 'comedy', 'gold']"
4646,"['Drama', 'Mystery & Suspense']","['time', 'tense', 'provocative', 'thriller', 'civic', 'duty', 'struggle', 'move', 'beyond', 'one-note', 'premise']"
4647,"['Drama', 'Mystery & Suspense']","['intelligent', 'unconventional']"
4648,"['Action & Adventure', 'Cult Movies', 'Drama', 'Mystery & Suspense']",[]
4649,"['Art House & International', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']","['eccentric', 'sweet', 'stephen', 'chow', 'latest', 'charming', 'strangely', 'slackly', 'plotted', 'work', 'whole']"
4650,"['Drama', 'Western', 'Romance']","['though', 'sometimes', 'feel', 'cold', 'detached', 'claim', 'evocative', 'beautifully', 'shot', 'full', 'understated', 'performance']"
4651,['Drama'],[]
4652,"['Drama', 'Romance', 'Gay & Lesbian']",[]
4653,"['Art House & International', 'Drama']","['claire', 'camera', 'add', 'another', 'deceptively', 'unassuming', 'entry', 'writer-director', 'hong', 'sang-soo', 'oeuvre', 'one', 'whose', 'lingering', 'impact', 'belies', 'brief', 'length']"
4654,"['Classics', 'Comedy', 'Drama', 'Musical & Performing Arts']",[]
4655,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']",[]
4656,"['Drama', 'Science Fiction & Fantasy', 'Romance']",[]
4657,"['Comedy', 'Drama']","['idiosyncratic', 'ambitious', 'clara', 'ghost', 'difficult', 'pin', 'spectral', 'presence', 'yet', 'also', 'way', 'working', 'skin']"
4658,"['Classics', 'Drama', 'Mystery & Suspense']",[]
4659,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']","['goofy', 'old-school', 'sword-and-sandal', 'epic', 'clash', 'titan', 'mine', 'greek', 'mythology', 'story', 'flesh', 'ray', 'harryhausen', 'charmingly', 'archaic', 'stop-motion', 'animation', 'technique']"
4660,"['Action & Adventure', 'Science Fiction & Fantasy']","['3d', 'effect', 'improvement', 'predecessor', 'nearly', 'every', 'respect', 'wrath', 'titan', 'fails', 'improve', 'upon', 'stilted', 'acting', 'wooden', 'dialogue', 'chaos-driven', 'plot', 'franchise', 'first', 'installment']"
4661,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']","['obviously', 'affectionate', 'remake', '1981', 'original', 'louis', 'leterrier', 'clash', 'titan', ""n't"", 'offer', 'enough', 'visual', 'thrill', 'offset', 'deficiency', 'script']"
4662,"['Comedy', 'Drama', 'Romance']",[]
4663,"['Action & Adventure', 'Drama', 'Horror', 'Mystery & Suspense']",[]
4664,"['Action & Adventure', 'Drama', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']",[]
4665,"['Comedy', 'Horror']",[]
4666,['Comedy'],[]
4667,"['Art House & International', 'Comedy', 'Drama', 'Mystery & Suspense']",[]
4668,['Drama'],[]
4669,['Drama'],[]
4670,"['Drama', 'Mystery & Suspense']",[]
4671,"['Drama', 'Mystery & Suspense']",[]
4672,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['perfecting', 'formula', 'established', 'earlier', 'installment', 'clear', 'present', 'danger', 'reunites', 'predecessor', 'creative', 'core', 'solidly', 'entertaining', 'effect']"
4673,['Comedy'],"['semi-improvised', 'structure', 'find', 'larry', 'david', 'squarely', 'wheelhouse', 'laugh', 'muddled', 'message', ""n't"", 'live', 'usual', 'standard']"
4674,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['though', 'excellent', 'cast', 'emotionally', 'detached', 'movie', 'kind', 'one', 'admires', 'enjoys']"
4675,['Drama'],"['clemency', 'mine', 'serious', 'social', 'issue', 'gripping', 'drama', 'brought', 'life', 'outstanding', 'cast', 'led', 'alfre', 'woodard']"
4676,"['Action & Adventure', 'Classics', 'Drama']",[]
4677,"['Drama', 'Mystery & Suspense']","['critic', 'say', 'cleopatra', 'second', 'husband', 'unappetizing', 'watch', 'move', 'slowly', 'also', ""n't"", 'care', 'happens', 'character']"
4678,"['Comedy', 'Cult Movies', 'Drama']","['quirky', 'character', 'clever', 'quotable', 'dialogue', 'clerk', 'ultimate', 'clarion', 'call', 'slacker', 'everywhere', 'unite', 'uh', 'something', 'guess', '?']"
4679,"['Comedy', 'Drama']","['clerk', 'ii', 'dish', 'much', 'graphic', 'humor', 'insight', 'made', '1994', 'original', 'cult', 'hit']"
4680,"['Comedy', 'Kids & Family']","['latest', 'adam', 'sandler', 'vehicle', 'borrows', 'shamelessly', 'wonderful', 'life', 'back', 'future', 'fails', 'produce', 'necessary', 'laugh', 'would', 'forgive', 'imitation']"
4681,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['client', 'may', 'reinvent', 'tenet', 'legal', 'drama', 'joel', 'schumacher', 'sturdy', 'directorial', 'hand', 'high-caliber', 'cast', 'bring', 'john', 'grisham', 'page-turner', 'life', 'engrossing', 'suspense']"
4682,"['Comedy', 'Kids & Family']","['ill-conceived', 'desperately', 'unfunny', 'clifford', 'star', 'martin', 'short', '10-year-old', 'boy', 'read', 'correctly', 'joke']"
4683,"['Animation', 'Kids & Family']","['dull', 'affair', 'parent', 'clifford', 'really', 'big', 'movie', 'charm', 'intended', 'preschool', 'audience']"
4684,['Drama'],[]
4685,"['Action & Adventure', 'Kids & Family']",[]
4686,"['Classics', 'Drama', 'Musical & Performing Arts', 'Romance']",[]
4687,"['Drama', 'Mystery & Suspense']","['work', 'mournful', 'maturity', 'sacrifice', 'little', 'director', 'signature', 'energy', 'clockers', 'admittedly', 'flawed', 'drama', 'powerfully', 'urgent', 'message']"
4688,"['Action & Adventure', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']","['pleasant', 'diversion', 'young', 'teen', 'waste', 'time', 'anyone', 'older']"
4689,"['Action & Adventure', 'Comedy']",[]
4690,"['Classics', 'Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']","['disturbing', 'thought-provoking', 'clockwork', 'orange', 'cold', 'dystopian', 'nightmare', 'dark', 'sense', 'humor']"
4691,"['Action & Adventure', 'Animation', 'Science Fiction & Fantasy']","['mechanical', 'animation', 'less-than', 'stellar', 'script', 'make', 'clone', 'war', 'pale', 'shadow', 'george', 'lucas', 'great', 'franchise']"
4692,"['Action & Adventure', 'Mystery & Suspense']","['close', 'put', 'welcome', 'female-fronted', 'spin', 'prototypical', 'action', 'thriller', ';', 'unfortunately', 'rest', 'movie', 'ingredient', 'tediously', 'predictable']"
4693,['Documentary'],[]
4694,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']","['close', 'encounter', 'third', 'kind', 'deeply', 'humane', 'sci-fi', 'exploring', 'male', 'obsession', 'cosmic', 'mysticism', 'music']"
4695,"['Art House & International', 'Drama', 'Mystery & Suspense']","['close', 'enemy', 'perfectly', 'well-produced', 'film', 'noir', 'predictable', 'derivative', 'make', 'impact']"
4696,['Action & Adventure'],[]
4697,"['Art House & International', 'Drama']",[]
4698,['Mystery & Suspense'],"['slick', 'well', 'acted', 'closed', 'circuit', 'unfortunately', 'never', 'quite', 'work', 'full', 'head', 'steam', 'plot', 'alternately', 'predictable', 'full', 'hole']"
4699,"['Art House & International', 'Comedy', 'Drama']",[]
4700,['Drama'],"['closer', 'talented', 'cast', 'mike', 'nichols', 'typically', 'assured', 'direction', 'help', 'smooth', 'bumpy', 'journey', 'stage', 'screen']"
4701,['Drama'],[]
4702,"['Art House & International', 'Comedy', 'Drama']","['pleasant', 'comedy', 'great', 'cast']"
4703,['Drama'],"['closet', 'monster', 'unique', 'understated', 'fable', 'buoyed', 'strong', 'performance', 'connor', 'jessup']"
4704,"['Drama', 'Science Fiction & Fantasy']","['sprawling', 'ambitious', 'blend', 'thought-provoking', 'narrative', 'eye-catching', 'visuals', 'prove', 'unwieldy', 'sheer', 'size', 'scope', 'cloud', 'atlas', 'impossible', 'ignore']"
4705,"['Action & Adventure', 'Comedy', 'Drama']",[]
4706,['Drama'],"['bolstered', 'trio', 'powerful', 'performance', 'talented', 'lead', 'cloud', 'sils', 'maria', 'absorbing', 'richly', 'detailed', 'drama', 'impressive', 'depth', 'intelligence']"
4707,"['Action & Adventure', 'Animation', 'Kids & Family', 'Science Fiction & Fantasy']","['clever', 'inventive', 'predecessor', 'cloudy', 'chance', 'meatball', '2', 'compensates', 'enough', 'dazzling', 'visuals', 'keep', 'younger', 'viewer', 'entertained']"
4708,"['Action & Adventure', 'Comedy', 'Mystery & Suspense']",[]
4709,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']","['sort', 'blair', 'witch', 'project', 'crossed', 'godzilla', 'cloverfield', 'economically', 'paced', 'stylistically', 'clever', 'filled', 'scare']"
4710,['Horror'],[]
4711,['Horror'],[]
4712,['Horror'],[]
4713,"['Comedy', 'Horror']","['comedy', 'hit-or-miss', 'slasher', 'spoof']"
4714,['Drama'],[]
4715,['Comedy'],[]
4716,"['Comedy', 'Drama', 'Mystery & Suspense']","['robust', 'ensemble', 'game', 'actor', 'elevate', 'clue', 'schematic', 'source', 'material', 'farce', 'reliance', 'novelty', 'organic', 'wit', 'make', 'entertainment', 'value', 'roll', 'dice']"
4717,"['Comedy', 'Special Interest', 'Romance']","['funny', 'clever', 'reshaping', 'emma', 'clueless', 'offer', 'soft', 'satire', 'poke', 'much', 'fun', 'teen', 'film', 'beverly', 'hill', 'glitterati']"
4718,['Drama'],"['even', 'though', 'based', 'true', 'story', 'coach', 'carter', 'pretty', 'formulaic', 'stuff', 'effective', 'energetic', 'thanks', 'strong', 'central', 'performance', 'samuel', 'l.', 'jackson']"
4719,"['Documentary', 'Musical & Performing Arts']",[]
4720,"['Drama', 'Musical & Performing Arts']","['like', 'classic', 'traditional', 'country', 'song', 'coal', 'miner', 'daughter', 'draw', 'time-tested', 'formula', 'undeniable', 'talent', 'tell', 'solidly', 'affecting', 'story']"
